,Course_id,Course_url,Related URLs,Special Permission Required,Prerequisites,Corequisites,Cross-Listed Courses,Notes,Description
152,76370,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=76370&SEMESTER=M18,http://www.cmu.edu/hss/english/,No,None,None,None,None,"An Independent Study course is a course taken with faculty supervision that goes beyond the courses offered in a particular area of interest. It should not duplicate a course offered in the regular schedule of classes. A student wishing to take an independent study needs to locate a faculty member whose research interests are close to the area of proposed study and meet with the faculty member to discuss whether it is something the faculty member is interested in doing. The department requires that the student and instructor submit a written contract (available in the English Department) detailing the expectations (description of course of study, readings, how often the student/faculty member will meet) and requirements for the completed independent study project (number  length of papers) and a time-line for completion of the work. You should think of this as developing the equivalent of a detailed course syllabus/schedule, and typically involves development of a bibliography of readings."
153,76809,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=76809&SEMESTER=M18,http://www.cmu.edu/hss/english/,No,None,None,None,None,"This course, open to all graduate students who consider themselves second language writers in English, prepares students to write about their research for academic audiences and to write for the professional workplace.  Students who enroll in this course should be preparing to enter the scholarly discourse of their disciplines.  As such, the course welcomes students from a variety of disciplines.   In the course, students will encounter research-based instruction on  various organizational patterns for clearly and effectively communicating.  They will also analyze genres from their specific disciplines, as a way to develop explicit strategies for their own writing.  Moreover, students will then employ those strategies within their own writing.  In the course, students will write  several drafts, receive feedback from their peers and from the instructor, as well as engage in discussions that enable them to position their writing in relation to other types of writing in their disciplines.  Students who wish to enroll should check first with their advisor."
154,19051,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19051&SEMESTER=M18,http://www.epp.cmu.edu/,No,None,None,None,None,"Study abroad, undergraduate level."
155,19500,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19500&SEMESTER=M18,http://www.epp.cmu.edu/,No,None,None,None,None,"Students may do undergraduate research as one course for EPP technical elective credit, with an EPP faculty member, or on an approved project with a faculty member from another department. The research credits must be pre-approved by your advisor, and should result in a written product, one copy of which should be sent to EPP."
156,19550,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19550&SEMESTER=M18,http://www.epp.cmu.edu/,No,None,None,None,None,"Students may do undergraduate research as one course for EPP technical elective credit, with an EPP faculty member, or on an approved project with a faculty member from another department. The research credits must be pre-approved by your advisor, and should result in a written product, one copy of which should be sent to EPP."
157,19695,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19695&SEMESTER=M18,http://www.epp.cmu.edu/,Yes,None,None,None,None,"Experiential learning opportunities are important educational options for undergraduate and graduate students. One such option is an internship, or practicum. If an internship is an explicit part of an academic program or is supervised by a faculty member, this course number may be used.  Please consult the supervising faculty member concerning grading options and the appropriate number of units. NOTE: Special Permission required to register for this course"
158,19770,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19770&SEMESTER=M18,http://www.epp.cmu.edu/,Yes,None,None,None,None,Research Practicum in EPP
159,19797,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19797&SEMESTER=M18,http://www.epp.cmu.edu/,No,None,None,None,None,None
160,19798,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19798&SEMESTER=M18,http://www.epp.cmu.edu/,No,None,None,None,None,Thesis research
161,19995,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=19995&SEMESTER=M18,http://www.epp.cmu.edu/,Yes,None,None,None,None,Internship in EPP for Ph.D. students with a summer internship. Allows Ph.D. candidates additional time in the summer to spend at their off-campus summer only internship.
162,53689,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=53689&SEMESTER=M18,http://www.etc.cmu.edu/site/,No,None,None,None,None,"For ETC students   Independent study is available for students who are in good academic standing. Independent study allows the student, with the support of a faculty advisor, to develop a self-generated project or body of work outside the classroom or project course setting. In order to register for an independent study, the student must first propose their idea to a faculty member (who does not have to be from our department) who agrees to oversee the project, and then fill out the appropriate paperwork available from the Director of Student Services.     For non-ETC students   The Entertainment Technology Center offers independent study opportunities to non-ETC students on a very limited basis. Registering for the independent study allows students, in essence, to work be a part of ETC project course in which ETC students are in small, interdisciplinary teams, creating artifacts under direct faculty supervision. The number of projects per semester will vary. The primary objective of the courses is to provide a hands-on working experience with teammates who are from different backgrounds and disciplines. Other objectives are to experience project management, and have the possibility of working with an external client (some projects have external collaborators). The requirements for a project are that: the team contain students from both technology and non-technology backgrounds, the team must prototype and produce a tangible artifact (not a paper), and the work must be supervised by a faculty member approved by the ETC for this project.  Registration to the course requires a completed independent study work outline.  See the ETC Director of Student Services for the form."
163,53998,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=53998&SEMESTER=M18,http://www.etc.cmu.edu/site/,No,None,None,None,None,"During a semester, some international ETC students have the opportunity to do some part-time professional work and need work authorization in order to make this possible. This course provides students with the educational experience of working in a professional environment with interdisciplinary teams, working under faculty supervision.  ETC Practicum Training provides an educational structure for students to have a part-time professional work experience. Students will have a faculty advisor. The faculty advisor will talk with the student and their supervisor twice during the semester (around midterm and the end of the semester) to evaluate and grade the students performance on the project."
164,94700,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94700&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,None,None,None,None,This course draws on insights and knowledge about organizational behavior with an eye toward using such information for managing in complex organizations. It is intended to provide managers with skills and perspectives that will enable them to work successfully in organizations. Specific topics will include work motivation leadership job design biases in managerial decision making understanding group processes building bases of power in organizations managing conflict and the relationship between the organization and its environment.
165,94800,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94800&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,None,None,None,None,"Enrollment limited to 30 students.     Welcome to Negotiation. You knew it all along: Life isnt fair. Perhaps what you didnt know, though, is that you can learn to do something about it. Negotiation is not only a talent you can be born with, its also a skill that can be learned This course focuses on improving fundamental negotiating competencies in personal and organizational contexts.  Negotiation is both an art and a science. This course will teach you how to negotiate more effectively through a combination of assessments, exercises and simulations. In subject matter and approach this class is designed to provide understanding and insight into your present negotiating abilities, as well as challenge your comfort zone to allow for continuous improvement going forward. Negotiation is fast-paced, interactive and hands-on. Drawing upon current research and recognized best practices, we will emphasize both basic mastery and practical application of the subject matter covered. In that respect, and perhaps unlike your other classes at the Heinz College, this course will have elements of both education (learning about) and training (learning how to)."
166,94802,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94802&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,90728 or 91802,None,None,None,"A geographic information system (GIS) provides storage, retrieval, and visualization of geographically referenced data as well as design and analysis of geospatial information. GIS provides unique analytical tools to investigate spatial relationships, patterns, and processes of cultural, biological, demographic, economic, social, environmental, health, criminal, and other phenomena.   This course uses a unique approach for teaching GIS. It imbeds learning how to use GIS software in the context of carrying out projects for visualizing and analyzing spatial data. Each week includes online lectures, readings, and other materials to learn concepts associated with each topic. Weekly tutorials use Esris ArcGIS Pro and Platform technologies to analyze data or solve a problem. Students learn to create online Story Maps to convey their maps and associated information to the public and decision makers.  By the end of the course, students will identify the relevant spatial characteristics of diverse application areas enabling professionals to integrate spatial thinking and GIS analysis into their careers and will gain a significant advantage in the information technology field."
167,94811,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94811&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,None,None,None,None,"This course introduces students to frameworks for understanding strategy development and implementation. Through a combination of theory and practice, students will be exposed to processes for formulating a sound, rational business strategy as well as the discipline required to successfully implement that strategy. Course activities and concepts include: 1) situational and environmental analysis, 2) internal capabilities assessment, and 3) appropriate linkage to an organizations vision, mission, objectives, and historical performance. In addition, although these processes are most often attributed to private sector operations, this course is designed to consider the similarities and differences of strategy development in government entities and nonprofits as well. There are no prerequisite courses."
168,94824,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94824&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,None,None,None,None,Successful programs require more than just great ideas. From a programs initial planning and design through its execution and evaluation program managers must deftly deploy disparate skills and work closely with colleagues board members funders and constituents to measure understand and discuss programmatic results.    In Creating Results-Oriented Programs graduate students will be introduced to tools and techniques to assist them in managing highly effective programs at small nonprofit and arts organizations. Students will explore the connections between program theory project budgets requests for support and reports on outcomes.  Students will develop skills needed to build measures for success into program activities and use quantitative and qualitative assessments to make strategic decisions before during and after implementation. ...Read More
169,94846,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94846&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,None,None,None,None,http://heinz.cmu.edu/academic-resources/course-results/index.aspx
170,94861,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94861&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,No,None,None,None,None,"COURSE MEET THE WEEKS OF JULY 6, 11, 13, 18, 20, and 22nd 2017 (2 nights/week)   The course aims to give an overview of the concepts and practices in the development, feasibility and sustainability of Smart Cities. The course will focus on stages of Smart City development and the design of New Urban Systems for mobility, energy, communication, food,, living  working. We will explore how the design of these systems can be resilient, scalable, and reconfigurable. Smart City is defined as a city which makes use of integrated thinking, modern urban design and Information and Communication technologies to manage infrastructures more efficiently, offer services provided rationally, provide a higher quality of service to citizens, wherein all its players (citizens, local companies and local Government) interact with each other to evolve and improve their activity. This interoperability requires the support of smart networks and platforms.  The focus will be on the technology and information infrastructure requirements for smart cities and ways to measure success. We will develop frameworks to identify problems fit for Smart City consideration in view of the local socio-economic challenges, including the funding of such cross-functional projects.   The course on Smart Cities will be a 6-credit course and would cover the following modules:   A. What is Smartness? What are Smart cities? B. Policy and Funding Issues - Socio-economic issues  C: Systems Thinking: Whole-brain approach for Integration of ideas D. Telecommunications  Sensors ? Networked infrastructure  E. Information Systems  Analytics ? Drawing the intelligence  F. Urban Design and Architecture: Sustainable growth of Cities  The course will include interactive lectures and a team project. Course delivery will be through a mix of interactive classroom sessions, guest lectures, case studies."
171,94900,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=94900&SEMESTER=M18,http://heinz.cmu.edu/course-catalog,Yes,None,None,None,None,Course description available on Heinz College website.
172,05589,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05589&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,None,None,None,None,"In collaboration with and with the permission of the professor, undergraduate students may engage in independent project work on any number of research projects sponsored by faculty. Students must complete an Independent Study Proposal, negotiate the number of units to be earned, complete a contract, and present a tangible deliverable.  The Undergraduate Program Advisors signature is required for HCI undergraduate-level Independent Study courses."
173,05672,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05672&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,05571 or 05671,None,None,None,"This is the second consecutive course of the two-semester HCI Project course. Experiential learning is a key component of the MHCI program. Through a substantial team project, students apply classroom knowledge in analysis and evaluation, implementation and design, and develop skills working in multidisciplinary teams on client-based industry-related projects. The project begins in the spring semester before graduation and continues full-time through the final summer semester; it must be taken in consecutive spring and summer semesters. Pre-reqs: 05-571 or 05-671."
174,05680,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05680&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,None,None,None,None,"With the permission of the professor, students may engage in independent project work on any number of innovative research projects sponsored by faculty. Students must complete an Independent Study Proposal, negotiate the number of units to be earned, submit a contract, and present a tangible deliverable.  The Program Advisors signature is required for the METALS Independent Study course."
175,05682,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05682&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,05681,None,None,None,METALS Project 2
176,05689,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05689&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,None,None,None,None,"With the permission of the professor, students may engage in independent project work on any number of innovative research projects sponsored by faculty. Students must complete an Independent Study Proposal, negotiate the number of units to be earned, submit a contract, and present a tangible deliverable.  The Program Advisors signature is required for HCI graduate-level Independent Study courses."
177,05823,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05823&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,None,None,None,None,"This course is about e-learning design principles, the evidence and theory behind them, and how to apply these principles to develop effective educational technologies. It is organized around the book e-Learning and the Science of Instruction: Proven Guidelines for Consumers and Designers of Multimedia Learning by Clark  Mayer with further readings drawn from cognitive science, educational psychology, and human-computer interaction. You will learn design principles 1) for combining words, audio, and graphics in multimedia instruction, 2) for combining examples, explanations, practice and feedback in online support for learning by doing, and 3) for balancing learner versus system control and supporting student metacognition. You will read about the experiments that support these design principles, see examples of how to design such experiments, and practice applying the principles in educational technology development."
178,05888,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05888&SEMESTER=M18,http://www.hcii.cs.cmu.edu,Yes,None,None,None,None,"All HCII graduate students on external internship should register for this course.  For PhD students, units of this course may be substituted for required units of 05-997 Reading and Research in HCI.  Activities undertaken during an internship may vary widely, but a brief report of internship activities indicating educational relevance is required for credit. Students of the Emerging Media Graduate Program should first see the Emerging Media Graduate office for the internship proposal form and instructions, before registering for this course."
179,05898,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05898&SEMESTER=M18,http://www.hcii.cs.cmu.edu,No,None,None,None,None,To be determined.
180,05988,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05988&SEMESTER=M18,http://www.hcii.cs.cmu.edu,Yes,None,None,None,None,"All HCII doctoral students on a summer external internship should register for this course.  For PhD students, units of this course may be substituted for required units of 05-997 Reading and Research in HCI.  Activities undertaken during an internship may vary widely, but a brief report of internship activities indicating educational relevance is required for credit."
181,05997,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=05997&SEMESTER=M18,http://www.hcii.cs.cmu.edu,Yes,None,None,None,None,Advisor-directed research in HCI.  For HCII PhD students only.
182,79104,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79104&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
183,79201,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79201&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
184,79266,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79266&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,"This course covers a broad sweep of Russian history from the socialist revolution in 1917 to the collapse of the Soviet Union in the 1990s.  Spanning almost a century of upheaval and transformation, the course examines the October revolution in 1917, the ruthless power struggles of the 1920s, the triumph of Stalin, the costly industrialization and collectivization drives, the battle against fascism, and the wild west capitalism and collapse of the social welfare state. The course provides essential background for anyone interested in understanding Russias place in the world today and its relationship with the West."
185,79300,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79300&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,"This course will describe and analyze aspects of the development of public policy in the United States from the colonial era to the present, with a focus on the post-Civil War era.  For the purposes of this course, public policy will be defined as the making of rules and laws and their implementation by government: 1) in response to the failure of private actors (i.e., markets) to reach desirable outcomes; 2) to regulate markets to influence their outcomes; or 3) in an attempt to achieve a particular normative vision of what society ought to be like.  This course assumes that the public policy landscape is complex but still comprehensible given the proper set of analytical frameworks and appropriate historical background.  Particular emphasis will be placed on: changing views about the authority of the government to intervene in economic and social issues; the best way to balance individual and collective interests; and the variability within society of the life courses of individuals.  Topics to be covered include: immigration and health care/health insurance, among others."
186,79338,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79338&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,"Americans have long understood schools both as mechanisms for inculcating communal values and as instruments for social reform. Schools have been alternatively described as pillars of democratic society and as authoritarian institutions for managing deviance. Institutions of education - whether schools, colleges, or universities - figure prominently in discussions of inequality and discrimination, opportunity and meritocracy. This course provides an introductory historical survey of American educational ideas and institutions. From debates in the 17th and 18th centuries over the proper balance of religious and secular education to fierce battles today over the role of the federal government, citizens have been politically mobilized through their concerns about education. By understanding the complicated history of American educational ideas and institutions, this course prepares students to engage critically with ongoing debates about the curriculum, vouchers, charter schools, and national standards."
187,79341,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79341&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,"This course is based on use of historical documents and films to study problems that reshaped the world during and after the Cold War. We will examine how documentary and feature films depicted the most important events of the Cold War, such as the Korean War, the construction of the Berlin Wall, the Cuban missile crisis, and others. In addition to films, sources will include documents, lectures and readings."
188,79347,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79347&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,82208,None,"[Note: students who have already taken this course under its former title 79-347, European Society  Culture Between and After the Two Great Wars of 20th Century, may not enroll.] How did World War I and World War II change European society and culture? Defining the meaning of Europe or European is complicated, since it refers to both a geographical location and a shared history and cultural identity. This course will focus on the most important cultural developments and achievements of Europe in the 20th and 21st centuries. Students will learn how historical cataclysms of the last century were reflected in European music, art and literature. Based on an interdisciplinary approach to the multiple regions and countries located on a single continent, the course will equip students with the skills, methods, and concepts essential for a better understanding of European culture, society and thought. It will focus particularly on such tragic events as World War I and World War II, and the rise and fall of Nazi and Communist regimes and ideologies. Students will also learn how to present material effectively, to analyze texts critically and to construct coherent arguments."
189,79491,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79491&SEMESTER=M18,http://www.history.cmu.edu,Yes,None,None,None,None,An Independent Study is meant for students with a special interest in an area not covered by a formal history course.  Readings and other work are negotiated between the student and an individual faculty member.
190,79506,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79506&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,"This course provides Global Studies majors with a chance to explore global connections in Pittsburgh. Majors, working in close consultation with the Global Studies director and advisor, will arrange an internship with a non-governmental organization (usually in Pittsburgh) whose mission has a global reach. This could include an organization that supports projects in other countries, works with immigrants in the Pittsburgh area, or participates in international policy making/governance. We strongly encourage students to seek out opportunities that require use of a second language. Students will be required to maintain a weekly journal; write a short critical reflection on how the internship connects to academic work; and share their experience with other Global Studies majors. Global Studies advisor and director will assist students with matching their interests to local organizations and identifying an on-site supervisor available to collaborate in the ongoing and final evaluation of the students work. Prerequisite: Students must be Global Studies majors and obtain permission for the proposed internship from the Global Studies advisor."
191,79893,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79893&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,Missing Course Description - please contact the teaching department.
192,79896,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=79896&SEMESTER=M18,http://www.history.cmu.edu,No,None,None,None,None,None
193,66221,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=66221&SEMESTER=M18,http://www.cmu.edu/dietrich/,No,None,None,None,None,"Topics for this course vary, to include such foci as intellectual property, introduction to U.S. law, great American trials, and the U.S. Constitution.  Topics and courses are designed to be broadly relevant and interesting for university undergraduates, and not narrowly tailored for students interested in law school."
194,66502,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=66502&SEMESTER=N18,Action will be taken as soon as possible to fix the problem. Please check back later.,,,,,,
195,45720,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45720&SEMESTER=M18,http://www.tepper.cmu.edu,Yes,None,None,None,None,"This course provides an introduction to the field of marketing and experience in analyzing situations that marketing managers encounter. The course emphasizes marketing principles, analysis and strategy. Topics include marketing management, buyer behavior, product policy, pricing, distribution, advertising and promotion and competitive strategy. Concepts are applied through case studies, client presentations and the development of individual/team marketing plans."
196,45751,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45751&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,This course covers fundamental optimization tools for quantitative analysis in the management sciences. The central topics of study are linear integer and nonlinear programming. Special emphasis is placed on linear programming particularly on modeling business applications and on sensitivity analysis. The course follows a practical spreadsheet-based approach to provide hands-on experience with software such as Excel Solver.
197,45770,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45770&SEMESTER=M18,http://www.tepper.cmu.edu,Yes,None,None,None,None,"This course focuses on strategy as the search for value among opportunities that are entrepreneurial, dynamic, and evolutionary. Competitive strategy in the new economy reflects a mix of traditional strategies, designed to sustain advantage through physical assets and traditional economies of scale, as well as newer strategies, designed to gain advantage through information assets and network effects. The approach used in this course to tie old and new approaches together is Sustainability Analysis, a method that formulates business strategies according to the profit half-life of a company?s products and services. Here the goal of strategy is not only to sustain advantage, but to maximize value, to manage the ebb and flow of economic progress with the continual goal of recapitalizing assets."
198,45790,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45790&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"This course provides opportunities to practice and hone your presentation skills, both with and without PowerPoint.  Presentations are typically completed individually.  All presentations are designed to prepare you for roles as managers and leaders in your organization."
199,45791,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45791&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"To execute business objectives effectively, managers communicate on an interpersonal level with an array of people that includes employees, co-workers, senior executives, directors, investors, clients, vendors, distributors, union leaders, government officials and others. This theory-into-practice course examines a range of interpersonal communications required of successful managers in the workplace. We explore critical channels of communication distinctly different from formal management presentations and written business documents. Topics and modules will vary depending upon student assessments; students will typically work on assignments that help them."
200,45803,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45803&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"The course studies the role of managerial accounting systems in communicating and implementing an organizations strategy. Much of the course is focused on performance measurement and incentive issues throughout the organization, including the board of directors (corporate governance), top management team (executive compensation), division heads (investment, profit, revenue, and cost centers), and lower-level managers.  The course is intended for anyone involved in developing, communicating, implementing, and evaluating an organizations strategy. Students who intend to have a career in corporate finance, operations management, general management, or consulting should find the course valuable."
201,45805,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45805&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"Lean Entrepreneurship (45805) is one of two introductory entrepreneurship course offered to Tepper School of Business students and to graduate students from other CMU schools and colleges, as places are available. [The other introductory course is Entrepreneurial Alternatives (45806)  this course targets entrepreneurial opportunities that include acquisition of businesses, family enterprises, franchises, social ventures and other means by which entrepreneurial principles may be applied].  Each of these two courses serves as a standalone as an introduction to entrepreneurship, and the courses also provide a background for those seeking an entrepreneurship concentration or an in-depth Track immersion.  45805 emphasizes developing an understanding of entrepreneurial thought, mindset, and action, and then progresses thru idea generation, and screening for patterns to predict success, and which underlie entrepreneurial decision making for enterprise creation and growth. The focus is on identification of recognizing the difference between an idea and an opportunity first. Then we progress on how to develop a competitive advantage and a sustainable business model that creates, captures, and delivers value to the market.  High-growth ventures include tech-based ventures, small and medium enterprises (SMEs) with high growth potential, typically ranging from 20 to 50 annually (not lifestyle ventures). The course also incorporates some fundamental aspects of building a team and financing the opportunity, whether it is a technology-based, venture capital financed opportunity or other ventures more suitable for alternative financing vehicles.  These latter two topics are included in more detail in subsequent courses."
202,45830,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45830&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"This course is aimed at the manager who is the ultimate user of marketing research and the one responsible for determining the scope and direction of research activities. The techniques of research design, data collection and data analysis occupy an important role in the work of a marketing manager. The course focuses on helping managers recognize the role of systematic information gathering and analysis in making marketing decisions. The aim is to develop an appreciation for the potential contributions and limitations of marketing research. While the emphasis of the course will be on the interpretation and application of the results for use in making real life marketing decisions, a substantial amount of time will also be devoted to understanding and using the key methodologies underlying modern marketing research. Students will get hands-on analytical experience by using the software package SPSS.     Marketing research is simply an organized way of developing and providing information for decision-making purposes. The quality of the information, for example its validity and reliability, depends on the care exercised in executing the various steps of the marketing research process. The steps include problem definition, research design (exploratory, descriptive and causal), data collection methods, questionnaire design and attitude measurement, sampling schemes, and data analysis. Emphasis will be given to both qualitative and quantitative aspects of marketing research and how they help managers in addressing substantive marketing problems such as: market segmentation, estimating market potential, forecasting market demand, developing advertising and pricing policies and designing and positioning new products."
203,45835,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45835&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,TBA
204,45890,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45890&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,Missing Course Description - please contact the teaching department.
205,45892,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45892&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"As you advance up the managerial ladder you?re likely to find yourself facing irate shareholders or analysts or legislators or consumers or?worst of all in the eyes of many executives?journalists and broadcasters who are covering your company?s relationships with one or more of these groups. Representing your company in external forums is a major executive responsibility but many executives do it poorly. When they speak to external audiences and sometimes to their own employees, executives frequently alienate their listeners. According to recent polls only one in four people believes that most business leaders are honest and business executives have joined car dealers and HMO managers as the people least trusted by a cross-section of Americans. In this course we?ll talk about why this happens and how to fix it. You will get intense practical training in communicating a concise message under tense or adversarial conditions. You will learn techniques for handling tough questions and for getting your own point-of-view across in any forum where you need to think fast on your feet.     You will also learn to use your voice and body language to reinforce the message you put into words.     We use the process of being interviewed by a reporter as the major vehicle for developing and strengthening your executive communication skills. In the process you will learn how to?      get across to an audience a message that you want to convey about an issue your organization is grappling with      increase your credibility with a skeptical or hostile audience      increase your confidence and poise during interactions with reporters shareholders investment analysts legislators public interest groups or worried employees.     In addition to learning by doing, well critique video of real-life executives to see how they have represented their companies and issues. (2013 - emp)"
206,45895,https://enr-apps.as.cmu.edu/open/SOC/SOCServlet/courseDetails?COURSE=45895&SEMESTER=M18,http://www.tepper.cmu.edu,No,None,None,None,None,"The purpose of this Business Acting course is to widen your public comfort zone  to unlock your potential for greater expressive power for use in business communications.  This experiential course helps participants to get out of themselves and to become more expressive, outgoing  connected when communicating.  This course concerns itself with live, interpersonal, face-to-face communication in public space; this is done through learning  practicing the specific communication tools of Acting in live theatre.     The course teaches empathetic listening  assertive influence achieved through practical Acting tools rooted in the basic concepts of Action  of the Speakers Best Possible Self,  through the cumulative Seven Stages to Executive Presence.  Participants must validate their own participation by working with openness  enthusiasm toward improving their ability to influence others.  Note:  This is not a course in professional lying.  Instead, it teaches expressive power with which to better communicate what you believe to be true.  It does not prescribe formulaic, correct answers regarding behavior in particular business situations, nor does it deal with or value copying movie or television acting.  Instead, the course teaches how to effectively influence  impact people live in a room -- and lays out a system for doing so."
